1393450085111	0	
1393450085152	0	
1393450085234	0.99461	
1393450085301	0.994611	
1393450085381	0.995371	
1393450085461	0.99615	
1393450085508	0.997121	
1393450085568	0.997458	
1393450085649	0.997541	
1393450085729	0.997725	
1393450085808	0.997924	
1393450085863	0.998226	
1393450085913	0.998453	
1393450085995	0.998495	
1393450086075	0.998564	
1393450086155	0.998638	
1393450086198	0.998806	
1393450086260	0.998887	
1393450086341	0.998918	
1393450086420	0.998958	
1393450086502	0.998994	
1393450086554	0.999077	
1393450086612	0.999136	
1393450086695	0.999156	
1393450086776	0.999181	
1393450086857	0.999206	
1393450086907	0.999261	
1393450086969	0.999297	
1393450087046	0.999317	
1393450087133	0.999329	
1393450087209	0.999351	
1393450087255	0.999391	
1393450087323	0.999412	
1393450087405	0.999424	
1393450087485	0.999437	
1393450087564	0.99945	
1393450087617	0.999476	
1393450087673	0.999498	
1393450087752	0.999508	
1393450087869	0.999502	
1393450087959	0.999509	
1393450088045	0.999518	
1393450088102	0.999537	
1393450088166	0.999553	
1393450088246	0.999569	
1393450088287	0.999606	
1393450088351	0.999625	
1393450088432	0.999557	
1393450088512	0.999492	
1393450088592	0.999428	
1393450088632	0.999406	
1393450088696	0.99936	
1393450088777	0.999293	
1393450088863	0.999217	
1393450088937	0.999155	
1393450088981	0.999125	
1393450089044	0.999074	
1393450089127	0.998995	
1393450089207	0.998918	
1393450089287	0.998838	
1393450089327	0.998806	
1393450089392	0.998743	
1393450089471	0.998658	
1393450089552	0.998567	
1393450089633	0.998473	
1393450089680	0.998425	
1393450089741	0.998356	
1393450089821	0.998256	
1393450089901	0.998153	
1393450089981	0.998046	
1393450090027	0.997991	
1393450090085	0.997916	
1393450090164	0.997804	
1393450090244	0.997686	
1393450090325	0.997563	
1393450090367	0.997506	
1393450090432	0.997408	
1393450090512	0.99728	
1393450090591	0.997149	
1393450090672	0.997011	
1393450090723	0.99693	
1393450090785	0.996826	
1393450090871	0.996669	
1393450090944	0.996537	
1393450091025	0.996384	
1393450091074	0.996297	
1393450091132	0.996191	
1393450091212	0.996033	
1393450091293	0.995869	
1393450091374	0.995702	
1393450091415	0.995624	
1393450091480	0.995491	
1393450091558	0.995325	
1393450091639	0.995147	
1393450091720	0.994966	
1393450091763	0.994877	
1393450091825	0.994741	
1393450091907	0.994551	
1393450091989	0.994358	
1393450092072	0.994158	
1393450092113	0.994066	
1393450092185	0.993894	
1393450092264	0.993699	
1393450092338	0.993515	
1393450092419	0.993308	
1393450092468	0.993189	
1393450092525	0.993048	
1393450092605	0.992839	
1393450092684	0.99263	
1393450092763	0.992418	
1393450092791	0.992349	
1393450092869	0.992138	
1393450092949	0.991919	
1393450093030	0.991693	
1393450093108	0.991474	
1393450093155	0.991348	
1393450093216	0.991179	
1393450093297	0.990946	
1393450093378	0.99071	
1393450093463	0.990458	
1393450093506	0.990338	
1393450093572	0.990145	
1393450093655	0.989895	
1393450093732	0.989662	
1393450093818	0.989396	
1393450093877	0.989218	
1393450093953	0.988983	
1393450094033	0.98873	
1393450094114	0.988472	
1393450094185	0.988246	
1393450094234	0.988095	
1393450094293	0.98791	
1393450094376	0.987638	
1393450094457	0.987372	
1393450094536	0.98711	
1393450094583	0.98696	
1393450094641	0.986772	
1393450094721	0.986504	
1393450094801	0.986234	
1393450094881	0.985961	
1393450094924	0.985822	
1393450094990	0.9856	
1393450095072	0.985317	
1393450095152	0.98504	
1393450095232	0.98476	
1393450095280	0.984599	
1393450095338	0.984401	
1393450095417	0.984124	
1393450095499	0.983833	
1393450095580	0.983543	
1393450095626	0.983386	
1393450095691	0.983157	
1393450095767	0.982886	
1393450095859	0.982548	
1393450095927	0.982304	
1393450095965	0.982172	
